root_id,hemisphere,type,column_id,x,y,p,q,annotation_v3_1_0_type,type_match,lens_index,retinal_direction,experimental_screen_transform
720575940634124057,right,T4a,439,-3,-9,-2,-7,T4a,True,,,
720575940634155033,left,T5a,610,2,-23,-14,-9,T5a,True,,,
720575940634164702,right,T5b,176,-2,13,8,5,T5b,True,,,
720575940634182355,right,T4d,138,0,27,13,14,T4d,True,,,
720575940634182937,right,T4c,403,-2,-12,-4,-8,T4c,True,,,
720575940634184800,right,T5c,279,-4,8,8,0,T5c,True,,,
720575940634185568,right,T5c,309,-6,12,12,0,T5c,True,,,
720575940634188770,left,T5c,164,-1,-2,0,-2,T5c,True,,,
720575940634189790,right,T5c,176,-2,13,8,5,T5c,True,,,
720575940634193008,right,T4c,399,-4,-24,-8,-16,T4c,True,,,
720575940634195819,right,T4d,508,-5,11,10,1,T4d,True,,,
720575940634195934,right,T5c,418,-2,15,9,6,T5c,True,,,
720575940634198112,left,T5a,290,5,-24,-17,-7,T5a,True,,,
720575940634198483,left,T4c,432,-5,7,8,-1,T4c,True,,,
720575940634198684,left,T4d,60,-8,8,12,-4,T4d,True,,,
720575940634202480,right,T5b,366,-5,-20,-5,-15,T5b,True,,,
720575940634206576,right,T5b,671,-4,-23,-8,-15,T5b,True,,,
720575940634207644,right,T4b,551,-4,-9,-1,-8,T4b,True,,,
720575940634207900,left,T5b,333,0,-21,-11,-10,T5b,True,,,
720575940634215836,right,T5b,580,-2,-23,-10,-13,T5b,True,,,
720575940634219616,right,T5d,124,1,-7,-5,-2,T5d,True,,,
720575940634222687,left,T5b,610,2,-23,-14,-9,T5b,True,,,
720575940634223968,left,T5b,310,2,22,9,13,T5b,True,,,
720575940634234524,left,T5b,24,-1,-10,-4,-6,T5b,True,,,
720575940634235488,left,T5b,619,-4,-19,-6,-13,T5b,True,,,
720575940634237375,left,T5a,229,5,2,-4,6,T5a,True,,,
720575940634237791,right,T4d,463,5,17,3,14,T4d,True,,,
720575940634242782,right,T5d,696,-2,16,10,6,T5d,True,,,
720575940634245857,left,T5b,323,-4,-27,-10,-17,T5b,True,,,
720575940634246611,left,T4a,165,4,16,4,12,T4a,True,,,
720575940634246881,right,T4b,186,-1,26,14,12,T4b,True,,,
720575940634254748,right,T4a,43,-5,18,14,4,T4a,True,,,
720575940634256279,right,T4a,475,-4,-1,3,-4,T4a,True,,,
720575940634256540,right,T5c,280,-6,-14,-1,-13,T5c,True,,,
720575940634257634,left,T5b,305,-7,4,9,-5,T5b,True,,,
720575940634264601,left,T5a,665,7,-2,-8,6,T5a,True,,,
720575940634272864,left,T4b,38,0,-2,-1,-1,T4b,True,,,
720575940634279160,right,T4d,657,-2,-25,-11,-14,T4d,True,,,
720575940634280092,left,T5a,773,5,-19,-15,-4,T5a,True,,,
720575940634284444,left,T4c,528,2,7,1,6,T4c,True,,,
720575940634284954,right,T4c,54,-4,3,5,-2,T4c,True,,,
720575940634285980,left,T4d,23,-3,-16,-5,-11,T4d,True,,,
720575940634293172,left,T5b,760,0,17,8,9,T5b,True,,,
720575940634300642,left,T5b,673,2,5,0,5,T5b,True,,,
720575940634302419,right,T4a,449,6,-16,-14,-2,T4a,True,,,
720575940634302560,right,T4c,678,3,-7,-7,0,T4c,True,,,
720575940634304692,left,T4c,267,-6,2,7,-5,T4c,True,,,
720575940634305016,left,T4b,343,-3,27,16,11,T4b,True,,,
720575940634305632,left,T4d,555,-4,9,8,1,T4d,True,,,
720575940634316439,right,T5c,198,6,2,-5,7,T5c,True,,,
720575940634321308,left,T4b,440,1,23,10,13,T4b,True,,,
720575940634322424,left,T4b,625,-2,24,14,10,T4b,True,,,
720575940634333852,right,T4c,752,-2,7,5,2,T4c,True,,,
720575940634345626,right,T5a,590,1,9,3,6,T5a,True,,,
720575940634346135,right,T4c,157,-1,-7,-3,-4,T4c,True,,,
720575940634346391,right,T4a,311,-7,15,14,1,T4a,True,,,
720575940634346592,right,T5b,619,-4,-19,-6,-13,T5b,True,,,
720575940634349304,left,T4c,179,-5,-16,-3,-13,T4c,True,,,
720575940634350584,left,T4d,442,-5,25,17,8,T4d,True,,,
720575940634355993,right,T4a,465,3,0,-3,3,T4a,True,,,
720575940634357343,right,T4d,207,1,29,13,16,T4d,True,,,
720575940634358196,right,T4d,523,2,14,5,9,T4d,True,,,
720575940634365852,left,T4d,727,7,6,-4,10,T4d,True,,,
720575940634369643,left,T5d,206,-3,5,5,0,T5d,True,,,
720575940634372600,left,T5d,261,-1,13,7,6,T5d,True,,,
720575940634382328,right,T5d,260,-3,19,12,7,T5d,True,,,
720575940634385945,right,T4c,159,7,7,-4,11,T4c,True,,,
720575940634388064,right,T4d,181,1,-4,-3,-1,T4d,True,,,
720575940634400959,right,T5b,511,5,-11,-11,0,T5b,True,,,
720575940634404322,right,T5a,295,-2,29,16,13,T5a,True,,,
720575940634411871,left,T4d,654,-3,8,7,1,T4d,True,,,
720575940634413920,left,T5c,658,1,20,9,11,T5c,True,,,
720575940634414783,right,T5c,92,0,9,4,5,T5c,True,,,
720575940634414999,right,T5c,403,-2,-12,-4,-8,T5c,True,,,
720575940634415385,left,T5d,625,-2,24,14,10,T5d,True,,,
720575940634416564,left,T5c,139,1,-14,-8,-6,T5c,True,,,
720575940634421099,right,T5b,167,0,-17,-9,-8,T5b,True,,,
720575940634427799,left,T5c,583,3,-25,-16,-9,T5c,True,,,
720575940634428255,right,T4b,294,1,-20,-11,-9,T4b,True,,,
720575940634429119,right,T5a,683,2,6,1,5,T5a,True,,,
720575940634429280,left,T4b,626,-5,-8,1,-9,T4b,True,,,
720575940634430048,right,T4b,287,-5,13,11,2,T4b,True,,,
720575940634437089,right,T5c,404,-1,20,11,9,T5c,True,,,
720575940634440473,left,T4b,244,-4,-12,-2,-10,T4b,True,,,
720575940634452080,right,T5c,735,1,-23,-13,-10,T5c,True,,,
720575940634467064,right,T5b,547,-1,21,11,10,T5b,True,,,
720575940634480023,right,T4d,669,4,-16,-12,-4,T4d,True,,,
720575940634482272,right,T5a,461,7,-5,-10,5,T5a,True,,,
720575940634487904,left,T5d,218,2,10,3,7,T5d,True,,,
720575940634499832,right,T4a,372,1,-2,-2,0,T4a,True,,,
720575940634510231,left,T5a,554,-3,-27,-11,-16,T5a,True,,,
720575940634515170,left,T4b,163,4,26,9,17,,,,,
720575940634520683,right,T4a,295,-2,29,16,13,T4a,True,,,
720575940634522208,left,T4a,310,2,22,9,13,T4a,True,,,
720575940634530786,left,T4b,32,0,12,6,6,T4b,True,,,
720575940634531042,left,T4a,466,1,14,6,8,T4a,True,,,
720575940634538135,right,T4d,137,5,-7,-9,2,T4d,True,,,
720575940634542191,right,T4d,366,-5,-20,-5,-15,T4d,True,,,
720575940634566625,left,T4c,514,-4,-10,-1,-9,T4c,True,,,
720575940634573408,right,T4d,367,-6,-15,-2,-13,T4d,True,,,
720575940634580331,right,T4a,286,0,-24,-12,-12,T4a,True,,,
720575940634591851,right,T4b,600,3,-10,-8,-2,T4b,True,,,
720575940634598039,left,T5a,390,-6,-9,1,-10,T5a,True,,,
720575940634600287,right,T5b,572,-8,3,9,-6,T5b,True,,,
720575940634600599,left,T4c,140,3,8,1,7,T4c,True,,,
720575940634603711,right,T5d,7,-6,-6,3,-9,T5d,True,,,
720575940634607712,left,T4b,623,1,13,5,8,T4b,True,,,
720575940634610844,left,T4d,414,4,21,6,15,T4d,True,,,
720575940634619929,left,T4b,35,1,-24,-13,-11,T4b,True,,,
720575940634622059,right,T5a,32,0,12,6,6,T5a,True,,,
720575940634622359,right,T4a,408,-6,-4,4,-8,T4a,True,,,
720575940634630752,left,T4b,298,-5,5,7,-2,T4b,True,,,
720575940634636001,left,T5c,347,-5,-13,-2,-11,T5c,True,,,
720575940634645088,left,T4c,175,-6,-7,2,-9,T4c,True,,,
720575940634658841,left,T5c,651,-4,-5,1,-6,T5c,True,,,
720575940634664162,left,T4b,609,-2,0,2,-2,T4b,True,,,
720575940634664895,right,T5c,654,-3,8,7,1,T5c,True,,,
720575940634667871,left,T4a,604,-1,-29,-14,-15,T4a,True,,,
720575940634672736,left,T5b,512,6,0,-6,6,T5b,True,,,
720575940634676122,right,T5d,212,2,-16,-10,-6,T5d,True,,,
720575940634688156,left,T5c,82,-7,7,10,-3,T5c,True,,,
720575940634690411,right,T5a,435,5,-17,-14,-3,T5a,True,,,
720575940634696161,right,T4a,733,-5,-17,-4,-13,T4a,True,,,
720575940634716058,right,T5d,361,0,-7,-4,-3,T5d,True,,,
720575940634716570,right,T4d,361,0,-7,-4,-3,T4d,True,,,
720575940634721983,left,T4d,602,4,-2,-5,3,T4d,True,,,
720575940634722239,right,T5b,634,-3,-15,-5,-10,T5b,True,,,
720575940634725567,left,T4a,482,1,17,7,10,T4a,True,,,
720575940634727359,left,T5b,745,0,13,6,7,T5b,True,,,
720575940634727834,right,T5d,345,3,-12,-9,-3,T5d,True,,,
720575940634732439,left,T4b,734,2,0,-2,2,T4b,True,,,
720575940634733722,right,T5a,174,4,-15,-12,-3,T5a,True,,,
720575940634735255,left,T5d,458,5,0,-5,5,T5d,True,,,
720575940634736535,right,T5a,694,4,3,-3,6,T5a,True,,,
720575940634743403,right,T5d,88,7,4,-5,9,T5d,True,,,
720575940634753983,right,T4b,81,6,-2,-7,5,T4b,True,,,
720575940634759066,right,T5a,242,-4,6,7,-1,T5a,True,,,
720575940634767711,right,T4c,336,0,23,11,12,T4c,True,,,
720575940634768063,left,T4a,761,-4,-18,-5,-13,T4a,True,,,
720575940634781082,right,T5d,437,-3,12,9,3,T5d,True,,,
720575940634784410,right,T5a,684,-6,17,14,3,T5a,True,,,
720575940634785431,left,T4b,207,1,29,13,16,T4b,True,,,
720575940634786972,left,T5d,727,7,6,-4,10,T5d,True,,,
720575940634788448,left,T4d,502,5,8,-1,9,T4d,True,,,
720575940634788703,right,T4d,234,1,3,0,3,T4d,True,,,
720575940634793407,left,T5b,335,2,8,2,6,T5b,True,,,
720575940634794894,left,T5a,400,1,-29,-16,-13,T5a,True,,,
720575940634812351,left,T4c,372,1,-2,-2,0,T4c,True,,,
720575940634825567,right,T4d,101,-7,6,10,-4,T4d,True,,,
720575940634830699,right,T4c,230,2,9,2,7,T4c,True,,,
720575940634834330,right,T5b,39,0,20,10,10,T5b,True,,,
720575940634835551,right,T5a,539,-6,15,13,2,T5a,True,,,
720575940634835610,right,T5a,586,2,18,7,11,T5a,True,,,
720575940634840683,right,T4a,147,1,21,9,12,T4a,True,,,
720575940634846815,right,T5a,482,1,17,7,10,T5a,True,,,
720575940634862490,right,T4d,622,-5,20,15,5,T4d,True,,,
720575940634863967,left,T5c,271,4,6,-1,7,T5c,True,,,
720575940634866799,right,T5b,208,5,-21,-16,-5,T5b,True,,,
720575940634874815,right,T5d,137,5,-7,-9,2,T5d,True,,,
720575940634874975,right,T4c,360,-5,19,14,5,T4c,True,,,
720575940634877547,right,T5c,4,-5,-21,-6,-15,T5c,True,,,
720575940634880412,left,T5c,692,-4,24,16,8,T5c,True,,,
720575940634881175,left,T4a,214,-5,3,6,-3,T4a,True,,,
720575940634881817,left,T4d,38,0,-2,-1,-1,T4d,True,,,
720575940634885015,left,T4b,452,1,-9,-6,-3,T4b,True,,,
720575940634890095,right,T5b,662,2,-1,-3,2,T5b,True,,,
720575940634893534,right,T4b,702,-5,23,16,7,T4b,True,,,
720575940634895002,right,T5b,774,-8,6,11,-5,T5b,True,,,
720575940634896535,left,T5a,480,3,-19,-13,-6,T5a,True,,,
720575940634902624,left,T4d,663,0,8,4,4,T4d,True,,,
720575940634914411,right,T4c,309,-6,12,12,0,T4c,True,,,
720575940634917999,left,T4c,666,7,-13,-14,1,T4c,True,,,
720575940634920043,left,T5b,249,2,-12,-8,-4,T5b,True,,,
720575940634922647,right,T4b,316,5,-4,-7,3,T4b,True,,,
720575940634922859,left,T5c,649,-1,5,3,2,T5c,True,,,
720575940634922906,right,T4b,285,6,-18,-15,-3,T4b,True,,,
720575940634935403,right,T4b,170,-5,1,5,-4,T4b,True,,,
720575940634935833,left,T4a,73,2,2,-1,3,T4a,True,,,
720575940634942143,right,T5b,27,0,-25,-13,-12,T5b,True,,,
720575940634945692,left,T4c,767,1,28,13,15,T4c,True,,,
720575940634947167,right,T4d,61,-4,-4,2,-6,T4d,True,,,
720575940634949995,right,T5c,690,-7,-3,5,-8,T5c,True,,,
720575940634951543,left,T4c,727,7,6,-4,10,T4c,True,,,
720575940634954009,right,T5a,502,5,8,-1,9,T5a,True,,,
720575940634954080,left,T4b,268,7,-6,-10,4,T4b,True,,,
720575940634954335,left,T4d,752,-2,7,5,2,T4d,True,,,
720575940634956700,left,T4a,236,-1,4,3,1,T4a,True,,,
720575940634957931,right,T4d,732,-3,6,6,0,T4d,True,,,
720575940634959200,left,T5a,19,-7,17,15,2,T5a,True,,,
720575940634970743,right,T5b,230,2,9,2,7,T5b,True,,,
720575940634974103,right,T5d,744,-4,25,16,9,T5d,True,,,
720575940634979735,left,T4a,374,2,13,4,9,T4a,True,,,
720575940634996505,left,T4b,115,-4,2,5,-3,T4b,True,,,
720575940634999231,right,T4b,406,1,-25,-14,-11,T4b,True,,,
720575940635000939,left,T4c,564,3,-23,-15,-8,T4c,True,,,
720575940635001445,left,T4c,183,-5,-15,-3,-12,T4c,True,,,
720575940635003799,right,T5a,259,-7,-5,4,-9,T5a,True,,,
720575940635010199,left,T4a,403,-2,-12,-4,-8,T4a,True,,,
720575940635013015,left,T5c,502,5,8,-1,9,T5c,True,,,
720575940635016639,left,T4a,91,-1,6,4,2,T4a,True,,,
720575940635018135,left,T5d,639,-4,19,13,6,T5d,True,,,
720575940635018431,left,T4a,175,-6,-7,2,-9,T4a,True,,,
720575940635021247,right,T4c,113,-2,4,4,0,T4c,True,,,
720575940635021486,left,T5a,92,0,9,4,5,T5a,True,,,
720575940635021759,right,T5b,480,3,-19,-13,-6,T5b,True,,,
720575940635031447,right,T4a,26,1,-3,-3,0,T4a,True,,,
720575940635031647,left,T4d,365,4,7,-1,8,T4d,True,,,
720575940635037082,left,T4a,246,-4,15,11,4,T4a,True,,,
720575940635046810,left,T4c,139,1,-14,-8,-6,T4c,True,,,
720575940635047319,left,T4b,704,-7,8,11,-3,T4b,True,,,
720575940635065719,left,T5c,337,-5,-6,2,-8,T5c,True,,,
720575940635070655,left,T4a,465,3,0,-3,3,T4a,True,,,
720575940635075007,left,T4c,669,4,-16,-12,-4,T4c,True,,,
720575940635075038,right,T4c,720,-5,21,15,6,T4c,True,,,
720575940635075263,left,T4b,213,3,-4,-5,1,T4b,True,,,
720575940635083162,left,T4c,136,0,3,1,2,T4c,True,,,
720575940635088480,left,T4c,651,-4,-5,1,-6,T4c,True,,,
720575940635089015,left,T4c,377,0,7,3,4,T4c,True,,,
720575940635091351,left,T4c,76,-3,-4,1,-5,T4c,True,,,
720575940635093785,right,T5c,31,0,16,8,8,T5c,True,,,
720575940635100572,right,T4a,765,-3,9,7,2,T4a,True,,,
720575940635105175,left,T5b,482,1,17,7,10,T5b,True,,,
720575940635109983,right,T5b,231,4,-12,-10,-2,T5b,True,,,
720575940635110751,left,T5b,331,1,-15,-9,-6,T5b,True,,,
720575940635113919,right,T4a,379,3,-17,-12,-5,T4a,True,,,
720575940635121818,right,T5a,497,6,1,-6,7,T5a,True,,,
720575940635125600,left,T5b,442,-5,25,17,8,T5b,True,,,
720575940635135327,left,T5d,557,6,-10,-11,1,T5d,True,,,
720575940635136410,left,T5c,317,-5,-4,3,-7,T5c,True,,,
720575940635144555,left,T5b,549,0,-9,-5,-4,T5b,True,,,
720575940635146091,left,T5c,113,-2,4,4,0,T5c,True,,,
720575940635149151,right,T4a,735,1,-23,-13,-10,T4a,True,,,
720575940635164011,right,T5d,655,6,-1,-7,6,T5d,True,,,
720575940635171695,right,T5b,123,-8,10,13,-3,T5b,True,,,
720575940635172203,left,T5a,629,4,24,8,16,T5a,True,,,
720575940635172960,left,T4d,88,7,4,-5,9,T4d,True,,,
720575940635172975,left,T5d,437,-3,12,9,3,T5d,True,,,
720575940635177370,left,T4c,535,8,-4,-10,6,T4c,True,,,
720575940635178091,right,T5c,369,5,-5,-8,3,T5c,True,,,
720575940635180695,right,T4d,767,1,28,13,15,T4d,True,,,
720575940635183028,right,T5d,76,-3,-4,1,-5,T5d,True,,,
720575940635186839,right,T4d,541,-4,14,11,3,T4d,True,,,
720575940635187557,right,T5b,568,-6,-8,2,-10,T5b,True,,,
720575940635192159,right,T5b,657,-2,-25,-11,-14,T5b,True,,,
720575940635192474,right,T4b,471,3,-26,-16,-10,T4b,True,,,
720575940635193195,right,T4d,603,-3,-23,-9,-14,T4d,True,,,
720575940635196528,right,T5c,56,1,-13,-8,-5,T5c,True,,,
720575940635198815,left,T4d,101,-7,6,10,-4,T4d,True,,,
720575940635204031,left,T5d,645,-4,27,17,10,T5d,True,,,
720575940635207580,left,T4d,297,7,-9,-12,3,T4d,True,,,
720575940635209367,left,T5c,376,-7,-10,2,-12,T5c,True,,,
720575940635213157,right,T4a,22,-1,3,2,1,T4a,True,,,
720575940635214181,right,T4d,360,-5,19,14,5,T4d,True,,,
720575940635214437,left,T5b,592,3,-28,-17,-11,T5b,True,,,
720575940635218327,right,T5a,596,-4,-16,-4,-12,T5a,True,,,
720575940635219903,right,T4c,782,-5,27,18,9,T4c,True,,,
720575940635220148,right,T4b,499,5,10,0,10,T4b,True,,,
720575940635223397,right,T4b,13,-1,-26,-12,-14,T4b,True,,,
720575940635232180,right,T4a,420,6,-3,-8,5,T4a,True,,,
720575940635234189,right,T4b,723,-2,-11,-4,-7,T4b,True,,,
720575940635234484,right,T5a,504,-2,9,6,3,T5a,True,,,
720575940635237044,right,T5b,654,-3,8,7,1,T5b,True,,,
720575940635240333,right,T4b,24,-1,-10,-4,-6,T4b,True,,,
720575940635242853,left,T5d,221,-7,3,8,-5,T5d,True,,,
720575940635244133,right,T5c,738,-3,13,9,4,T5c,True,,,
720575940635245492,right,T4a,431,-2,-10,-3,-7,T4a,True,,,
720575940635252109,right,T4d,24,-1,-10,-4,-6,T4d,True,,,
720575940635252877,right,T4d,98,-1,-12,-5,-7,T4d,True,,,
720575940635254520,right,T5d,150,-8,5,10,-5,T5d,True,,,
720575940635271019,left,T4c,213,3,-4,-5,1,T4c,True,,,
720575940635277468,left,T4a,736,-8,1,8,-7,T4a,True,,,
720575940635282332,right,T4a,529,2,-2,-3,1,T4a,True,,,
720575940635282868,right,T5a,200,-5,12,11,1,T5a,True,,,
720575940635286196,right,T5b,106,-7,11,12,-1,T5b,True,,,
720575940635287476,right,T5b,75,-6,14,13,1,T5b,True,,,
720575940635292351,left,T5b,89,1,-19,-11,-8,T5b,True,,,
720575940635302580,right,T5a,50,-2,21,12,9,T5a,True,,,
720575940635313562,right,T4c,438,2,27,11,16,T4c,True,,,
720575940635330484,right,T4c,477,-3,2,4,-2,T4c,True,,,
720575940635344052,right,T5d,579,-3,-10,-2,-8,T5d,True,,,
720575940635350520,right,T4c,741,-2,-14,-5,-9,T4c,True,,,
720575940635351452,left,T4a,508,-5,11,10,1,T4a,True,,,
720575940635353268,left,T5d,681,-2,-21,-9,-12,T5d,True,,,
720575940635371405,right,T4c,98,-1,-12,-5,-7,T4c,True,,,
720575940635373560,right,T5a,753,-3,24,15,9,T5a,True,,,
720575940635373919,right,T4d,690,-7,-3,5,-8,T4d,True,,,
720575940635379612,left,T4b,747,0,2,1,1,T4b,True,,,
720575940635381934,left,T4c,658,1,20,9,11,T4c,True,,,
720575940635386010,left,T5d,680,-1,25,13,12,T5d,True,,,
720575940635389303,left,T4a,249,2,-12,-8,-4,T4a,True,,,
720575940635389791,left,T4b,239,-6,6,9,-3,T4b,True,,,
720575940635400622,left,T4d,288,-1,30,16,14,T4d,True,,,
720575940635411307,left,T4c,379,3,-17,-12,-5,T4c,True,,,
720575940635411551,left,T5b,393,-1,22,12,10,T5b,True,,,
720575940635414708,right,T5d,484,3,-9,-8,-1,T5d,True,,,
720575940635430904,right,T4b,418,-2,15,9,6,T4b,True,,,
720575940635433407,left,T5b,756,5,20,5,15,T5b,True,,,
720575940635446264,right,T4c,302,2,17,6,11,T4c,True,,,
720575940635448312,right,T4b,378,-3,18,12,6,T4b,True,,,
720575940635448683,left,T4d,577,5,-14,-12,-2,T4d,True,,,
720575940635450104,left,T5a,574,-6,5,8,-3,T5a,True,,,
720575940635454315,left,T4c,256,5,-20,-15,-5,T4c,True,,,
720575940635454827,right,T4c,282,0,26,13,13,T4c,True,,,
720575940635458734,left,T4d,237,-2,27,15,12,T4d,True,,,
720575940635460971,left,T4c,227,-7,5,9,-4,T4c,True,,,
720575940635465407,right,T5a,705,1,1,-1,2,T5a,True,,,
720575940635487924,left,T5c,39,0,20,10,10,T5c,True,,,
720575940635491982,right,T4b,569,6,6,-3,9,T4b,True,,,
720575940635503758,right,T4b,149,6,-14,-13,-1,T4b,True,,,
720575940635510623,left,T5c,150,-8,5,10,-5,T5c,True,,,
720575940635516314,left,T4c,269,2,-19,-12,-7,T4c,True,,,
720575940635518093,right,T4a,423,3,-18,-12,-6,T4a,True,,,
720575940635522484,left,T5a,349,-5,-14,-2,-12,T5a,True,,,
720575940635522740,left,T4b,55,-4,-11,-2,-9,T4b,True,,,
720575940635523007,left,T4a,781,8,2,-7,9,T4a,True,,,
720575940635526904,left,T4d,191,-1,-11,-5,-6,T4d,True,,,
720575940635528440,right,T5a,693,-3,25,15,10,T5a,True,,,
720575940635534271,left,T5b,341,6,-17,-15,-2,T5b,True,,,
720575940635536814,left,T4b,467,-2,-20,-8,-12,T4b,True,,,
720575940635537037,right,T4d,85,4,-22,-15,-7,T4d,True,,,
720575940635544056,left,T4b,61,-4,-4,2,-6,T4b,True,,,
720575940635544973,right,T4b,318,4,-19,-14,-5,T4b,True,,,
720575940635551840,left,T5d,750,4,-24,-16,-8,T5d,True,,,
720575940635552436,left,T5b,235,4,11,1,10,T5b,True,,,
720575940635554740,left,T5c,522,-4,0,4,-4,T5c,True,,,
720575940635555246,left,T5a,638,-1,7,4,3,T5a,True,,,
720575940635556344,left,T5c,362,2,-20,-12,-8,T5c,True,,,
720575940635561663,right,T5a,508,-5,11,10,1,T5a,True,,,
720575940635562347,right,T4d,3,6,-12,-12,0,T4d,True,,,
720575940635565978,left,T5d,259,-7,-5,4,-9,T5d,True,,,
720575940635571808,left,T5a,571,0,-14,-7,-7,T5a,True,,,
720575940635589044,right,T4b,761,-4,-18,-5,-13,T4b,True,,,
720575940635592372,left,T5b,175,-6,-7,2,-9,T5b,True,,,
720575940635593208,left,T5c,481,4,-8,-8,0,T5c,True,,,
720575940635608756,left,T5a,521,6,-9,-11,2,T5a,True,,,
720575940635616154,left,T4d,517,6,3,-5,8,T4d,True,,,
720575940635622377,left,T5a,634,-3,-15,-5,-10,T5a,True,,,
720575940635630584,left,T5a,176,-2,13,8,5,T5a,True,,,
720575940635630989,right,T4b,524,4,-20,-14,-6,T4b,True,,,
720575940635633271,left,T4c,353,2,24,10,14,T4c,True,,,
720575940635633588,right,T4c,600,3,-10,-8,-2,T4c,True,,,
720575940635636404,left,T5d,322,2,26,11,15,T5d,True,,,
720575940635637428,right,T4a,683,2,6,1,5,T4a,True,,,
720575940635649690,left,T4c,385,-3,-18,-6,-12,T4c,True,,,
720575940635653880,left,T4a,319,-2,5,4,1,T4a,True,,,
720575940635663295,left,T4d,457,-2,17,10,7,T4d,True,,,
720575940635666031,right,T5d,480,3,-19,-13,-6,T5d,True,,,
720575940635669428,left,T4a,26,1,-3,-3,0,T4a,True,,,
720575940635675767,right,T5c,433,0,-8,-4,-4,T5c,True,,,
720575940635682159,right,T4a,247,-4,-15,-4,-11,T4a,True,,,
720575940635683695,right,T4c,290,5,-24,-17,-7,T4c,True,,,
720575940635686763,left,T4b,521,6,-9,-11,2,T4b,True,,,
720575940635690351,right,T5c,593,3,-14,-10,-4,T5c,True,,,
720575940635691000,left,T5a,128,3,-22,-14,-8,T5a,True,,,
720575940635693919,left,T5b,702,-5,23,16,7,T5b,True,,,
720575940635694328,right,T4a,416,3,-8,-7,-1,T4a,True,,,
720575940635698936,left,T5a,17,1,-5,-4,-1,T5a,True,,,
720575940635700335,right,T4c,375,-6,7,9,-2,T4c,True,,,
720575940635701103,right,T5c,579,-3,-10,-2,-8,T5c,True,,,
720575940635701496,left,T4d,533,0,-16,-8,-8,T4d,True,,,
720575940635702520,left,T4d,322,2,26,11,15,T4d,True,,,
720575940635716020,left,T5d,477,-3,2,4,-2,T5d,True,,,
720575940635718751,right,T4a,702,-5,23,16,7,T4a,True,,,
720575940635736687,right,T5d,22,-1,3,2,1,T5d,True,,,
720575940635736943,right,T5a,79,2,1,-2,3,T5a,True,,,
720575940635743156,left,T5d,83,2,-21,-13,-8,T5d,True,,,
720575940635745648,right,T4c,152,3,-15,-11,-4,T4c,True,,,
720575940635747064,left,T5b,374,2,13,4,9,T5b,True,,,
720575940635751103,right,T5a,767,1,28,13,15,T5a,True,,,
720575940635755956,left,T5c,584,4,23,7,16,T5c,True,,,
720575940635763610,left,T4c,80,4,13,2,11,T4c,True,,,
720575940635764728,left,T4d,412,-6,21,16,5,T4d,True,,,
720575940635772527,left,T5b,164,-1,-2,0,-2,T5b,True,,,
720575940635773023,left,T4a,36,6,8,-2,10,T4a,True,,,
720575940635781684,right,T4a,512,6,0,-6,6,T4a,True,,,
720575940635789620,right,T4d,325,5,1,-5,6,T4d,True,,,
720575940635790644,right,T4d,655,6,-1,-7,6,T4d,True,,,
720575940635795567,left,T5c,87,1,11,4,7,T5c,True,,,
720575940635797134,right,T5a,752,-2,7,5,2,T5a,True,,,
720575940635806772,right,T4a,517,6,3,-5,8,T4a,True,,,
720575940635824751,right,T4d,355,-7,-6,4,-10,T4d,True,,,
720575940635826356,left,T5d,688,-7,10,12,-2,T5d,True,,,
720575940635839668,left,T5b,625,-2,24,14,10,T5b,True,,,
720575940635849908,left,T4d,137,5,-7,-9,2,T4d,True,,,
720575940635868596,left,T5c,726,2,-28,-16,-12,T5c,True,,,
720575940635870576,right,T5d,642,-5,-11,-1,-10,T5d,True,,,
720575940635870772,right,T4b,517,6,3,-5,8,T4b,True,,,
720575940635882687,left,T5b,148,-7,-11,1,-12,T5b,True,,,
720575940635885163,left,T4c,473,-4,23,15,8,T4c,True,,,
720575940635888180,right,T4d,792,8,2,-7,9,T4d,True,,,
720575940635889844,left,T4d,380,-1,29,15,14,T4d,True,,,
720575940635896218,left,T4a,421,-1,12,7,5,T4a,True,,,
720575940635913071,right,T4d,95,4,-21,-15,-6,T4d,True,,,
720575940635913840,right,T4b,685,-5,-9,0,-9,T4b,True,,,
720575940635920820,right,T5c,596,-4,-16,-4,-12,T5c,True,,,
720575940635927151,right,T4c,754,-1,-13,-6,-7,T4c,True,,,
720575940635928176,right,T4a,543,-1,-4,-1,-3,T4a,True,,,
720575940635928939,left,T5a,783,-4,28,18,10,T5a,True,,,
720575940635930987,right,T4a,103,7,9,-3,12,T4a,True,,,
720575940635931243,right,T4d,646,6,17,2,15,T4d,True,,,
720575940635931755,right,T4a,575,6,9,-2,11,T4a,True,,,
720575940635947700,left,T5c,306,3,7,0,7,T5c,True,,,
720575940635948143,left,T5a,608,1,10,4,6,T5a,True,,,
720575940635951727,right,T4c,171,6,-20,-16,-4,T4c,True,,,
720575940635954100,left,T4b,28,5,6,-2,8,T4b,True,,,
720575940635969471,left,T4d,284,0,25,12,13,T4d,True,,,
720575940635980139,right,T4a,82,-7,7,10,-3,T4a,True,,,
720575940635981167,right,T5b,334,1,-26,-14,-12,T5b,True,,,
720575940635988984,left,T5d,498,6,10,-1,11,T5d,True,,,
720575940635993592,left,T5d,424,-3,-2,2,-4,T5d,True,,,
720575940635996015,left,T4c,64,4,-23,-16,-7,T4c,True,,,
